barcode,DonorID,ConditionCode,neutrophil_cluster_annotation,neutrophil_state_annotation,lineage_eligible
E_54318215,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54318763,Donor1,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54319034,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54321075,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54321558,Donor3,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_54324982,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54325645,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54326429,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54326526,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54328189,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54328390,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54329350,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54332225,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54332466,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54333467,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54334820,Donor6,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54335865,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54336342,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54338468,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54340841,Donor4,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54343477,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54344475,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54344930,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54346327,Donor1,CF,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54347355,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54348010,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54348086,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54348244,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54348486,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54350853,Donor4,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54351330,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54351729,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54352393,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54354597,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54354635,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54355262,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54356617,Donor4,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54358210,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54358880,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54359703,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54360823,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54360870,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54360887,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54361443,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54362825,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54363494,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54364961,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54365956,Donor5,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54366562,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54369548,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54370794,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54371220,Donor6,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54373174,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54374293,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54374386,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54374398,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54375922,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54376286,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54376311,Donor5,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54376407,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54377431,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54377831,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54379181,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54380924,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54381069,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54381440,Donor2,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54382654,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54382839,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54383301,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54383958,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54384167,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54384289,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54384331,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54384649,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54385496,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54385732,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54385746,Donor4,CF,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_54386845,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54387661,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54387684,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54388141,Donor4,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54389030,Donor4,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54390640,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54391676,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54391685,Donor2,NA5,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_54392370,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54392676,Donor2,NA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_54393577,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54394025,Donor6,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_54396546,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54398795,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54400384,Donor1,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54402471,Donor4,NA5,IL1R2+ inflammatory neutrophil,CXCR4 neutrophil,TRUE
E_54402737,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54404178,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54406222,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54406601,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54406900,Donor5,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54407468,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54408043,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54408156,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54409198,Donor3,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54409419,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54409670,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54410627,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54411228,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54413744,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54417648,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54418730,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54420841,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54422355,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54424044,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54424165,Donor4,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54424757,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54425085,Donor4,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54426172,Donor5,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54427745,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54427884,Donor4,CF,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54429200,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54434241,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54434620,Donor3,CF,CCL3/CCL4 inflammatory neutrophil,OSM neutrophil,TRUE
E_54434824,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54436106,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54439426,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54445395,Donor2,NA5,PADI4/translation-high neutrophil,CXCR4 neutrophil,TRUE
E_54446318,Donor4,CF,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_54448000,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54450683,Donor4,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54450733,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54450877,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54458110,Donor1,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54458227,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54459190,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54459588,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54460744,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54461282,Donor2,NA5,CCL3/CCL4 inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54464891,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54468241,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54469029,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54469944,Donor1,CF,IL1R2+ inflammatory neutrophil,OSM neutrophil,TRUE
E_54470628,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54471494,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54473724,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54473963,Donor5,NA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54475606,Donor4,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54476496,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54477463,Donor2,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54482430,Donor4,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54482507,Donor1,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54483497,Donor4,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54483665,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54484002,Donor6,CF,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_54484007,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54484095,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54485368,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54485565,Donor3,CF,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54486083,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54486099,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54487797,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54488925,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54489123,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54492364,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54492716,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54493607,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54493959,Donor4,CF,Low-signal neutrophil,PADI4 neutrophil,TRUE
E_54494925,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54497827,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54497992,Donor1,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_54498256,Donor4,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54498679,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54504008,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54504449,Donor1,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54504572,Donor6,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54510698,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54512326,Donor3,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54514769,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54516193,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54523342,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54524873,Donor5,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54525243,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54527831,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54528909,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54532862,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54534954,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54538296,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54538905,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54539215,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54540469,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54540746,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54543365,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54544750,Donor3,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54545167,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54547269,Donor5,NA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54547592,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54548447,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54553417,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54553595,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54559034,Donor1,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54563818,Donor1,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54565351,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54565615,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54569150,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54570904,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54572093,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54572374,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54574767,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54578969,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54580209,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54581600,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54582982,Donor6,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_54583384,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54584126,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54585917,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54586577,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54586607,Donor2,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54588003,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54588485,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54590847,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54591594,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54592302,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54592653,Donor6,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_54593358,Donor1,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54593699,Donor1,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54594274,Donor1,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54594647,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54594908,Donor2,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54594981,Donor1,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54595230,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54597054,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54601500,Donor5,NA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_54602782,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54604791,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54606762,Donor3,NA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_54607325,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54607888,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54608811,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54609042,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54610293,Donor6,CF,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_54613501,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54616802,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54620125,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54621575,Donor3,CF,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_54621633,Donor4,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54622319,Donor3,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54622593,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54624468,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54626112,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54626339,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54627758,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54630264,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54630453,Donor6,CF,RORA+ atypical neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54631909,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54632606,Donor3,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54634650,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54634764,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54635310,Donor5,NA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54636125,Donor3,CF,Activated OSM/CXCR4 neutrophil,PADI4 neutrophil,TRUE
E_54636495,Donor6,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54638350,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54638784,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54640349,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54640819,Donor3,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_54641526,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54642048,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_54643742,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_54644062,Donor4,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
